ADDRNUMBER,NAME1,STREET,HOUSE_NUM1,CITY1,POST_CODE1,COUNTRY,REGION,TEL_NUMBER,SMTP_ADDR
0000501105,Hartmann Partnermarkt Düsseldorf,Bahnhofstraße,158,Düsseldorf,40213,DE,,,bestellung@hartmannpartnermar.de
0000501106,Sommer Großhandel GmbH,Brückenstraße,205,Lyon,69001,FR,,+43 77 3519 7774,buchhaltung@sommergroßhandelgm.fr
0000501107,Frank Großhandel GmbH,Ringstraße,190,Köln,50667,DE,,+49 68 4572 3582,einkauf@frankgroßhandelgmb.de
0000501108,Betriebskantine Ziegler AG,Bahnhofstraße,173,Stuttgart,70173,DE,,+31 31 6191 1388,bestellung@betriebskantinezie.de
0000501109,Bäckerei Gruber 7,Talstraße,165,Karlsruhe,76133,DE,,+33 88 9130 627,bestellung@bäckereigruber7.de
0000501110,Hotel Amann Dresden,Schulstraße,232,Dresden,01067,DE,,+41 39 8512 2056,info@hotelamanndresden.de
0000501111,Lehmann Handels GmbH & Co. KG,Bahnhofstraße,11,Rotterdam,3011 AA,NL,,+48 32 1825 4044,
0000501112,Ullrich Großhandel GmbH,Gewerbepark,25,Wien,1010,AT,,+33 93 7868 3369,bestellung@ullrichgroßhandelg.at
0000501113,Frank Partnermarkt Dresden,Industriering,165,Dresden,01067,DE,,+48 93 1353 8696,info@frankpartnermarktd.de
0000501114,Kaufmann Vertriebs KG 9,Hauptstraße,133,Hannover,2833,DE,,+49 38 6487 3406,buchhaltung@kaufmannvertriebsk.de
0000501115,Vogel Großhandel GmbH,Marktplatz,230,Amsterdam,1012 AB,NL,,+43 36 7013 7210,einkauf@vogelgroßhandelgmb.nl
0000501116,Metzgerei Stein,Am Hafen,163,Hannover,30159,DE,,+43 23 8167 1741,einkauf@metzgereistein.de
0000501117,Lehmann Handels GmbH & Co. KG 6,Schulstraße,227,Dresden,01067,DE,,+31 74 1825 5232,einkauf@lehmannhandelsgmbh.de
0000501118,Bäckerei Clemens,Bahnhofstraße,142,Bielefeld,33602,DE,,+48 44 3884 385,info@bäckereiclemens.de
0000501119,Kiosk Vetter Basel,Talstraße,46,Basel,4051,CH,,+48 21 9867 7120,bestellung@kioskvetterbasel.ch
0000501120,Gruber Großhandel GmbH 2,Feldweg,81,Dresden,01067,DE,,+48 92 3202 1460,einkauf@grubergroßhandelgm.de
0000501121,Bäckerei Hartmann,Brückenstraße,172,Leipzig,04109,DE,,+43 21 5511 7520,buchhaltung@bäckereihartmann.de
0000501122,Engel Großhandel GmbH,Hauptstraße,92,Bielefeld,33602,DE,,+48 60 5136 9659,einkauf@engelgroßhandelgmb.de
0000501123,Kiosk Vetter Essen,Lindenweg,70,Essen,45127,DE,,+31 50 1428 5734,info@kioskvetteressen.de
0000501124,Vogel Vertriebs KG,Bahnhofstraße,178,Wien,1010,AT,,+48 68 8435 4499,bestellung@vogelvertriebskg.at
0000501125,Betriebskantine Kaufmann AG,Ringstraße,81,Dresden,01067,DE,,+49 32 4885 8081,bestellung@betriebskantinekau.de
0000501126,Lehmann Großhandel GmbH,Talstraße,220,Karlsruhe,76133,DE,,+41 49 3110 7848,info@lehmanngroßhandelg.de
0000501127,Metzgerei Radtke,Ringstraße,224,Zürich,8001,CH,,+49 30 2367 8883,bestellung@metzgereiradtke.ch
0000501128,Kiosk Stein Amsterdam,Industriering,19,Amsterdam,1012 AB,NL,,+49 33 7878 3086,info@kiosksteinamsterda.nl
0000501129,Dittrich Partnermarkt Köln,Feldweg,190,Köln,50667,DE,,+49 75 9651 6107,einkauf@dittrichpartnermar.de
0000501130,Clemens Partnermarkt Stuttgart,Industriering,158,Stuttgart,70173,DE,,+33 90 9088 2904,buchhaltung@clemenspartnermark.de
0000501131,Ziegler Partnermarkt Bochum,Am Hafen,152,Bochum,44787,DE,,+41 89 9968 3324,info@zieglerpartnermark.de
0000501132,Kiosk Hartmann Nürnberg,Brückenstraße,188,Nürnberg,90403,DE,,+33 46 3443 4443,buchhaltung@kioskhartmannnürnb.de
0000501133,Brandes Gastronomie GmbH,Lindenweg,5,Hannover,30159,DE,,+33 79 2211 4573,bestellung@brandesgastronomie.de
0000501134,Metzgerei Amann 2,Ringstraße,204,Dortmund,44135,DE,,+33 40 9587 7542,einkauf@metzgereiamann2.de
0000501135,Vogel Handels GmbH & Co. KG,Marktplatz,213,Bonn,53111,DE,,+43 82 9460 2339,info@vogelhandelsgmbhco.de
0000501136,Kiosk Thiel Hamburg,Gewerbepark,137,Hamburg,20095,DE,,+41 91 7212 3912,einkauf@kioskthielhamburg.de
0000501137,Radtke Partnermarkt Hamburg,Schulstraße,52,Hamburg,20095,DE,,+31 31 5142 6483,info@radtkepartnermarkt.de
0000501138,Vetter Großhandel GmbH,Bahnhofstraße,178,Frankfurt am Main,60311,DE,,+48 53 8878 9132,einkauf@vettergroßhandelgm.de
0000501139,Bäckerei Winkler,Talstraße,117,Zürich,8001,CH,,+43 22 4539 1532,info@bäckereiwinkler.ch
0000501140,Wendt Gastronomie GmbH,Ringstraße,42,Stuttgart,70173,DE,,+43 46 6629 9216,einkauf@wendtgastronomiegm.de
0000501141,Böhm Handels GmbH & Co. KG,Lindenweg,96,Lille,59000,FR,,+33 43 6957 4740,bestellung@böhmhandelsgmbhcok.fr
0000501142,Dittrich Partnermarkt Essen,Ringstraße,86,Essen,45127,DE,,+49 78 2639 2679,
0000501143,Clemens Handels GmbH & Co. KG 7,Brückenstraße,59,Kraków,30-001,PL,,+43 37 5435 1459,buchhaltung@clemenshandelsgmbh.pl
0000501144,Bäckerei Ullrich,Ringstraße,5,Warszawa,00-001,PL,,,info@bäckereiullrich.pl
0000501145,Böhm Handels GmbH & Co. KG 11,Industriering,221,Köln,50667,DE,,+31 95 8640 9909,bestellung@böhmhandelsgmbhcok.de
0000501146,Betriebskantine Vogel AG,Ringstraße,57,Düsseldorf,40213,DE,,+33 50 7903 332,buchhaltung@betriebskantinevog.de
0000501147,Krause Gastronomie GmbH,Hauptstraße,65,Freiburg,79098,DE,,+33 98 5105 8109,bestellung@krausegastronomieg.de
0000501148,Kiosk Gruber Dresden,Industriering,5,Dresden,01067,DE,,+33 54 8979 4833,bestellung@kioskgruberdresden.de
0000501149,Hartmann Handels GmbH & Co. KG,Schulstraße,79,Nürnberg,90403,DE,,+33 44 5062 5433,bestellung@hartmannhandelsgmb.de
0000501150,Bäckerei Vetter 10,Am Hafen,218,Düsseldorf,40213,DE,,+33 88 2894 3336,einkauf@bäckereivetter10.de
0000501151,Betriebskantine Ullrich AG,Marktplatz,165,Düsseldorf,40213,DE,,,buchhaltung@betriebskantineull.de
0000501152,Winkler Großhandel GmbH 12,Ringstraße,86,Köln,50667,DE,,+41 75 8040 6395,buchhaltung@winklergroßhandelg.de
0000501153,Betriebskantine Stein AG,Talstraße,203,Hannover,30159,DE,,+41 46 2431 1914,einkauf@betriebskantineste.de
0000501154,Bäckerei Ziegler,Bahnhofstraße,6,Dresden,01067,DE,,+33 72 8740 9159,buchhaltung@bäckereiziegler.de
0000501155,Kiosk Bergmann Lyon,Schulstraße,238,Lyon,69001,FR,,+33 49 8242 9231,info@kioskbergmannlyon.fr
0000501156,Ziegler Gastronomie GmbH 11,Feldweg,183,Bonn,53111,DE,,+31 37 3736 5935,bestellung@zieglergastronomie.de
0000501157,Bäckerei Amann,Lindenweg,191,Rotterdam,3011 AA,NL,,+41 82 8308 2281,bestellung@bäckereiamann.nl
0000501158,Kiosk Krause Kiel,Bahnhofstraße,13,Kiel,24103,DE,,+31 94 7974 7884,info@kioskkrausekiel.de
0000501159,Engel Vertriebs KG,Hauptstraße,228,Hamburg,20095,DE,,+48 30 4414 9786,bestellung@engelvertriebskg.de
0000501160,Betriebskantine Eckert AG,Brückenstraße,111,Rotterdam,3011 AA,NL,,+43 64 7281 983,bestellung@betriebskantineeck.nl
0000501161,Dittrich Handels GmbH & Co. KG,Brückenstraße,46,Kiel,24103,DE,,+31 52 5549 4445,bestellung@dittrichhandelsgmb.de
0000501162,Brandes Handels GmbH & Co. KG,Bahnhofstraße,45,Essen,45127,DE,,+33 42 5831 8439,info@brandeshandelsgmbh.de
0000501163,Hotel Vogel Mannheim,Marktplatz,42,Mannheim,68159,DE,,+31 79 7620 2115,bestellung@hotelvogelmannheim.de
0000501164,Kiosk Gruber Dortmund,Ringstraße,188,Dortmund,44135,DE,,+43 94 7024 8375,einkauf@kioskgruberdortmun.de
0000501165,Krause Vertriebs KG,Marktplatz,34,Warszawa,00-001,PL,,+49 30 4817 3950,bestellung@krausevertriebskg.pl
0000501166,Krause Handels GmbH & Co. KG,Gewerbepark,185,Dresden,01067,DE,,+49 30 2200 6340,einkauf@krausehandelsgmbhc.de
0000501167,Rohde Großhandel GmbH,Lindenweg,207,Münster,48143,DE,,+31 47 8708 5759,info@rohdegroßhandelgmb.de
0000501168,Hotel Kaufmann Freiburg,Bahnhofstraße,50,Freiburg,79098,DE,,+41 95 1279 4275,buchhaltung@hotelkaufmannfreib.de
0000501169,Bäckerei Clemens 6,Ringstraße,41,Freiburg,79098,DE,,+48 48 8878 7619,buchhaltung@bäckereiclemens6.de
0000501170,Gruber Handels GmbH & Co. KG,Hauptstraße,191,Zürich,8001,CH,,+33 29 6582 3960,bestellung@gruberhandelsgmbhc.ch
0000501171,Gruber Vertriebs KG,Brückenstraße,178,Leipzig,04109,DE,,+43 26 9798 2735,buchhaltung@grubervertriebskg.de
0000501172,Lehmann Großhandel GmbH 17,Marktplatz,27,Wuppertal,42103,DE,,+41 91 8838 8343,einkauf@lehmanngroßhandelg.de
0000501173,Böhm Großhandel GmbH,Schulstraße,119,Basel,4051,CH,,+41 82 1309 327,einkauf@böhmgroßhandelgmbh.ch
0000501174,Bäckerei Sievers,Gewerbepark,126,Dortmund,44135,DE,,+48 26 2844 6325,info@bäckereisievers.de
0000501175,Clemens Großhandel GmbH 10,Feldweg,219,Freiburg,79098,DE,,+31 41 1884 295,buchhaltung@clemensgroßhandelg.de
0000501176,Ziegler Handels GmbH & Co. KG,Marktplatz,39,Zürich,8001,CH,,+49 22 6299 9797,buchhaltung@zieglerhandelsgmbh.ch
0000501177,Kiosk Sommer Zürich,Am Hafen,122,Zürich,8001,CH,,+31 39 1480 2476,einkauf@kiosksommerzürich.ch
0000501178,Bäckerei Ullrich 5,Bahnhofstraße,83,Wien,1010,AT,,+41 81 4887 5158,einkauf@bäckereiullrich5.at
0000501179,Bergmann Vertriebs KG,Am Hafen,119,Warszawa,00-001,PL,,+48 50 2941 2103,einkauf@bergmannvertriebsk.pl
0000501180,Gruber Partnermarkt Wuppertal,Ringstraße,231,Wuppertal,42103,DE,,+49 47 8259 3004,einkauf@gruberpartnermarkt.de
0000501181,Rohde Großhandel GmbH 17,Schulstraße,6,Bremen,28195,DE,,+31 89 2229 3004,bestellung@rohdegroßhandelgmb.de
0000501182,Kiosk Rohde Lille,Am Hafen,179,Lille,59000,FR,,+43 28 7164 7856,einkauf@kioskrohdelille.fr
0000501183,Amann Partnermarkt Freiburg,Schulstraße,98,Freiburg,79098,DE,,+43 52 2390 2339,buchhaltung@amannpartnermarktf.de
0000501184,Frank Gastronomie GmbH 3,Hauptstraße,40,Karlsruhe,76133,DE,,+43 62 9539 7280,bestellung@frankgastronomiegm.de
0000501185,Lehmann Partnermarkt Münster,Talstraße,55,Münster,48143,DE,,+31 49 6319 4706,einkauf@lehmannpartnermark.de
0000501186,Krause Partnermarkt Wien,Marktplatz,181,Wien,1010,AT,,+48 59 5423 2846,bestellung@krausepartnermarkt.at
0000501187,Metzgerei Hartmann,Bahnhofstraße,58,Hannover,30159,DE,,+41 82 9362 7166,buchhaltung@metzgereihartmann.de
0000501188,Betriebskantine Lehmann AG,Hauptstraße,207,Kraków,30-001,PL,,+49 89 3708 270,info@betriebskantineleh.pl
0000501189,Hotel Brandes Rotterdam,Am Hafen,26,Rotterdam,3011 AA,NL,,+48 98 6529 3409,bestellung@hotelbrandesrotter.nl
0000501190,Clemens Vertriebs KG,Lindenweg,24,Warszawa,00-001,PL,,,buchhaltung@clemensvertriebskg.pl
0000501191,Eckert Gastronomie GmbH,Industriering,78,Amsterdam,1012 AB,NL,,+43 92 1379 8165,info@eckertgastronomieg.nl
0000501192,Kiosk Gruber Bochum,Lindenweg,9,Bochum,44787,DE,,+33 39 8986 6753,info@kioskgruberbochum.de
0000501193,Radtke Gastronomie GmbH,Industriering,137,Duisburg,47051,DE,,+31 95 1766 9002,bestellung@radtkegastronomieg.de
0000501194,Winkler Großhandel GmbH 6,Brückenstraße,121,Bielefeld,33602,DE,,+48 52 1716 7689,bestellung@winklergroßhandelg.de
0000501195,Bäckerei Lehmann,Brückenstraße,234,Köln,50667,DE,,+43 51 9987 3361,info@bäckereilehmann.de
0000501196,Bäckerei Wendt,Ringstraße,43,Essen,45127,DE,,+33 93 3829 3759,info@bäckereiwendt.de
0000501197,Ullrich Gastronomie GmbH,Ringstraße,55,Bremen,28195,DE,,+43 59 4840 3500,buchhaltung@ullrichgastronomie.de
0000501198,Kiosk Ullrich Bochum,Feldweg,226,Bochum,44787,DE,,+31 77 5297 9052,buchhaltung@kioskullrichbochum.de
0000501199,Betriebskantine Wendt AG 13,Marktplatz,90,Lille,59000,FR,,+49 54 1193 8585,bestellung@betriebskantinewen.fr
0000501200,Clemens Vertriebs KG 5,Feldweg,201,Stuttgart,70173,DE,,+41 50 7444 8273,info@clemensvertriebskg.de
0000501201,Dittrich Partnermarkt Dresden,Lindenweg,221,Dresden,01067,DE,,+43 92 9020 3695,buchhaltung@dittrichpartnermar.de
0000501202,Bäckerei Clemens 16,Feldweg,117,Hamburg,20095,DE,,+48 35 4468 1506,
0000501203,Metzgerei Kaufmann,Marktplatz,176,Hannover,30159,DE,,+41 91 3224 2288,einkauf@metzgereikaufmann.de
0000501204,Metzgerei Ziegler,Talstraße,173,Leipzig,04109,DE,,+49 96 6719 8458,buchhaltung@metzgereiziegler.de
0000501205,Ullrich Gastronomie GmbH 18,Am Hafen,74,Freiburg,79098,DE,,+43 30 9063 5072,einkauf@ullrichgastronomie.de
0000501206,Kaufmann Vertriebs KG 3,Schulstraße,206,Frankfurt am Main,60311,DE,,+31 50 2287 4672,einkauf@kaufmannvertriebsk.de
0000501207,Hotel Brandes Wuppertal,Am Hafen,24,Wuppertal,42103,DE,,+31 54 6156 3734,info@hotelbrandeswupper.de
0000501208,Wendt Partnermarkt Nürnberg,Ringstraße,24,Nürnberg,90403,DE,,+31 73 2959 3021,einkauf@wendtpartnermarktn.de
0000501209,Stein Gastronomie GmbH 17,Ringstraße,197,Augsburg,86150,DE,,+43 69 7878 553,bestellung@steingastronomiegm.de
0000501210,Gruber Partnermarkt Bielefeld,Gewerbepark,110,Bielefeld,33602,DE,,+31 60 4831 940,bestellung@gruberpartnermarkt.de
0000501211,Betriebskantine Thiel AG,Gewerbepark,3,Leipzig,04109,DE,,+49 97 4136 1407,buchhaltung@betriebskantinethi.de
0000501212,Hotel Sommer Mannheim,Schulstraße,190,Mannheim,68159,DE,,+49 49 6983 8558,buchhaltung@hotelsommermannhei.de
0000501213,Rohde Vertriebs KG,Lindenweg,226,Zürich,8001,CH,,+49 34 6577 9203,einkauf@rohdevertriebskg.ch
0000501214,Metzgerei Gruber,Schulstraße,48,Graz,8010,AT,,+48 88 3067 2767,buchhaltung@metzgereigruber.at
0000501215,Bäckerei Dittrich,Feldweg,141,Hannover,30159,DE,,+41 28 2129 1128,bestellung@bäckereidittrich.de
0000501216,Sievers Vertriebs KG,Lindenweg,13,Graz,8010,AT,,+41 31 4404 8516,einkauf@sieversvertriebskg.at
0000501217,Frank Partnermarkt Duisburg,Bahnhofstraße,238,Duisburg,47051,DE,,+49 77 6833 1446,info@frankpartnermarktd.de
0000501218,Betriebskantine Gruber AG,Marktplatz,115,Duisburg,47051,DE,,+43 73 4002 8498,einkauf@betriebskantinegru.de
0000501219,Ziegler Gastronomie GmbH 11,Marktplatz,203,Essen,45127,DE,,+33 71 1367 2976,einkauf@zieglergastronomie.de
0000501220,Bäckerei Sievers 10,Lindenweg,92,Warszawa,00-001,PL,,+49 39 1875 5807,bestellung@bäckereisievers10.pl
0000501221,Bäckerei Radtke,Am Hafen,72,Augsburg,86150,DE,,+41 43 9590 5854,bestellung@bäckereiradtke.de
0000501222,Hotel Vogel Rotterdam,Am Hafen,73,Rotterdam,3011 AA,NL,,+49 70 2886 867,bestellung@hotelvogelrotterda.nl
0000501223,Radtke Partnermarkt Karlsruhe,Brückenstraße,160,Karlsruhe,76133,DE,,+48 20 1579 9041,info@radtkepartnermarkt.de
0000501224,Rohde Vertriebs KG 10,Gewerbepark,127,Düsseldorf,40213,DE,,+31 32 5079 843,buchhaltung@rohdevertriebskg10.de
0000501225,Betriebskantine Radtke AG,Am Hafen,94,Karlsruhe,76133,DE,,+48 86 4348 5244,info@betriebskantinerad.de
0000501226,Böhm Großhandel GmbH 15,Bahnhofstraße,96,Dortmund,44135,DE,,+41 67 2720 3704,buchhaltung@böhmgroßhandelgmbh.de
0000501227,Bäckerei Winkler 14,Gewerbepark,98,Bielefeld,33602,DE,,+49 75 8116 7083,bestellung@bäckereiwinkler14.de
0000501228,Winkler Großhandel GmbH 15,Schulstraße,13,Zürich,8001,CH,,+41 83 1312 7027,buchhaltung@winklergroßhandelg.ch
0000501229,Betriebskantine Krause AG,Schulstraße,2,Kraków,30-001,PL,,+43 45 8169 2789,buchhaltung@betriebskantinekra.pl
0000501230,Vetter Handels GmbH & Co. KG,Ringstraße,60,Wuppertal,42103,DE,,+49 29 6134 2411,info@vetterhandelsgmbhc.de
0000501231,Eckert Vertriebs KG,Brückenstraße,30,Köln,50667,DE,,+43 89 3978 5908,buchhaltung@eckertvertriebskg.de
0000501232,Bergmann Vertriebs KG 8,Schulstraße,101,Dortmund,44135,DE,,+43 37 1841 4726,buchhaltung@bergmannvertriebsk.de
0000501233,Bergmann Partnermarkt Stuttgart,Brückenstraße,169,Stuttgart,70173,DE,,+43 94 6907 6726,
0000501234,Sommer Partnermarkt Wuppertal,,,Wuppertal,42103,DE,,+49 48 4749 9263,info@sommerpartnermarkt.de
0000501235,Metzgerei Krause,Marktplatz,138,Wuppertal,42103,DE,,+43 35 2221 3587,einkauf@metzgereikrause.de
0000501236,Betriebskantine Ziegler AG 5,Brückenstraße,12,Frankfurt am Main,60311,DE,,+43 52 2966 7764,buchhaltung@betriebskantinezie.de
0000501237,Kiosk Böhm Warszawa,Am Hafen,58,Warszawa,00-001,PL,,+31 78 8107 9107,buchhaltung@kioskböhmwarszawa.pl
0000501238,Amann Gastronomie GmbH 3,Hauptstraße,173,Rotterdam,3011 AA,NL,,+43 22 6315 3536,
0000501239,Amann Gastronomie GmbH 10,Marktplatz,233,Wuppertal,42103,DE,,+33 62 4408 5364,bestellung@amanngastronomiegm.de
0000501240,Metzgerei Bergmann,Brückenstraße,147,Düsseldorf,40213,DE,,+43 83 5665 9385,bestellung@metzgereibergmann.de
0000501241,Kiosk Rohde Stuttgart,Marktplatz,154,Stuttgart,70173,DE,,+41 57 6772 6153,einkauf@kioskrohdestuttgar.de
0000501242,Betriebskantine Hartmann AG,Gewerbepark,213,Graz,8010,AT,,+48 33 4711 3334,buchhaltung@betriebskantinehar.at
0000501243,Hotel Kaufmann Rotterdam,Schulstraße,107,Rotterdam,3011 AA,NL,,+33 49 5285 8078,bestellung@hotelkaufmannrotte.nl
0000501244,Bäckerei Radtke 15,Industriering,159,Münster,48143,DE,,+43 78 3056 1535,buchhaltung@bäckereiradtke15.de
0000501245,Krause Großhandel GmbH 15,Lindenweg,57,Duisburg,47051,DE,,+33 32 7897 3038,einkauf@krausegroßhandelgm.de
0000501246,Bäckerei Vogel,Hauptstraße,181,Leipzig,04109,DE,,+31 68 6195 4264,info@bäckereivogel.de
0000501247,Kiosk Wendt Freiburg,Schulstraße,106,Freiburg,79098,DE,,+31 65 7609 340,einkauf@kioskwendtfreiburg.de
0000501248,Ullrich Gastronomie GmbH 9,Marktplatz,161,Essen,45127,DE,,+31 90 1406 289,einkauf@ullrichgastronomie.de
0000501249,Dittrich Großhandel GmbH,Hauptstraße,121,Stuttgart,70173,DE,,+33 49 7498 6730,bestellung@dittrichgroßhandel.de
0000501250,Vetter Handels GmbH & Co. KG 5,Am Hafen,169,Dresden,01067,DE,,+31 62 9646 1207,einkauf@vetterhandelsgmbhc.de
0000501251,Kiosk Wendt Freiburg 16,Bahnhofstraße,219,Freiburg,79098,DE,,+41 65 9683 7014,info@kioskwendtfreiburg.de
0000501252,Böhm Gastronomie GmbH 6,Lindenweg,218,Bremen,28195,DE,,+49 90 6009 8185,einkauf@böhmgastronomiegmb.de
0000501253,Hotel Lehmann Augsburg,Industriering,116,Augsburg,86150,DE,,+43 55 9838 5860,bestellung@hotellehmannaugsbu.de
0000501254,Winkler Partnermarkt Dresden,Industriering,84,Dresden,01067,DE,,+48 86 5126 5936,bestellung@winklerpartnermark.de
0000501255,Dittrich Gastronomie GmbH,Lindenweg,184,Mannheim,68159,DE,,+48 68 4695 7660,bestellung@dittrichgastronomi.de
0000501256,Betriebskantine Ullrich AG 9,Gewerbepark,37,Warszawa,00-001,PL,,+33 39 6585 8839,info@betriebskantineull.pl
0000501257,Metzgerei Thiel,Feldweg,185,Köln,50667,DE,,+33 98 4970 2873,einkaufmetzgereithiel.de
0000501258,Kiosk Brandes Bielefeld,Schulstraße,160,Bielefeld,33602,DE,,+41 99 2901 3668,bestellung@kioskbrandesbielef.de
0000501259,Bäckerei Ziegler 12,Talstraße,220,Bielefeld,33602,DE,,+49 81 7090 7095,buchhaltung@bäckereiziegler12.de
0000501260,Vogel Gastronomie GmbH,Bahnhofstraße,64,Düsseldorf,40213,DE,,+33 22 9985 4512,info@vogelgastronomiegm.de
0000501261,Betriebskantine Radtke AG 15,Lindenweg,111,Münster,48143,DE,,+33 95 7412 5612,info@betriebskantinerad.de
0000501262,Bäckerei Eckert,Gewerbepark,162,Essen,45127,DE,,+43 36 7005 2075,info@bäckereieckert.de
0000501263,Clemens Vertriebs KG 8,Hauptstraße,184,Bremen,28195,DE,,+48 34 9706 7799,info@clemensvertriebskg.de
0000501264,Kiosk Eckert Essen,Bahnhofstraße,163,Essen,45127,DE,,+31 97 3883 8984,buchhaltung@kioskeckertessen.de
0000501265,Bäckerei Radtke 8,Bahnhofstraße,65,München,80331,DE,,+48 61 6497 7668,bestellung@bäckereiradtke8.de
0000501266,Lehmann Großhandel GmbH 8,Brückenstraße,67,Dortmund,44135,DE,,+48 97 8835 4653,einkauf@lehmanngroßhandelg.de
0000501267,Ullrich Gastronomie GmbH 3,Bahnhofstraße,88,Augsburg,86150,DE,,+31 91 1589 2793,bestellung@ullrichgastronomie.de
0000501268,Betriebskantine Thiel AG 17,Talstraße,173,Hannover,30159,DE,,+49 55 2550 6559,bestellung@betriebskantinethi.de
0000501269,Hotel Brandes Bonn,Gewerbepark,25,Bonn,53111,DE,,+49 88 4513 9641,info@hotelbrandesbonn.de
0000501270,Thiel Partnermarkt Bremen,Talstraße,4,Bremen,28195,DE,,+48 73 4592 298,bestellung@thielpartnermarktb.de
0000501271,Frank Handels GmbH & Co. KG,Hauptstraße,158,Bonn,53111,DE,,+48 68 9218 8209,info@frankhandelsgmbhco.de
0000501272,Böhm Vertriebs KG 8,Bahnhofstraße,162,Dresden,01067,DE,,+31 28 5412 8986,info@böhmvertriebskg8.de
0000501273,Metzgerei Brandes,Hauptstraße,200,Wuppertal,42103,DE,,+43 82 6246 7103,info@metzgereibrandes.de
0000501274,Bäckerei Vetter 12,Brückenstraße,188,Essen,45127,DE,,+33 79 8680 5997,einkauf@bäckereivetter12.de
0000501275,Kiosk Clemens Frankfurt am Main,Lindenweg,183,Frankfurt am Main,60311,DE,,+33 64 4471 7971,bestellung@kioskclemensfrankf.de
0000501276,Thiel Gastronomie GmbH,Ringstraße,93,Hannover,30159,DE,,+48 67 9641 9038,info@thielgastronomiegm.de
0000501277,Bäckerei Vogel 11,Brückenstraße,113,Augsburg,86150,DE,,+49 68 9738 7871,buchhaltung@bäckereivogel11.de
0000501278,Metzgerei Lehmann 15,Gewerbepark,120,Nürnberg,90403,DE,,+41 64 5369 9400,bestellung@metzgereilehmann15.de
0000501279,Amann Vertriebs KG,Bahnhofstraße,178,Basel,4051,CH,,+48 30 7031 9088,einkauf@amannvertriebskg.ch
0000501280,Hotel Dittrich Essen,Marktplatz,195,Essen,45127,DE,,+31 33 8616 4992,bestellung@hoteldittrichessen.de
0000501281,Vogel Großhandel GmbH 14,Marktplatz,113,Düsseldorf,40213,DE,,+48 78 1404 7727,info@vogelgroßhandelgmb.de
0000501282,Hotel Radtke Lille,Ringstraße,144,Lille,59000,FR,,+41 34 5016 524,einkauf@hotelradtkelille.fr
0000501283,Brandes Vertriebs KG,Ringstraße,112,Dresden,01067,DE,,+41 68 2207 8556,bestellung@brandesvertriebskg.de
0000501284,Amann Partnermarkt Freiburg 11,Gewerbepark,184,Freiburg,79098,DE,,+31 64 7171 9340,info@amannpartnermarktf.de
0000501285,Krause Handels GmbH & Co. KG 13,Industriering,124,Duisburg,47051,DE,,+48 95 7679 8409,buchhaltung@krausehandelsgmbhc.de
0000501286,Brandes Partnermarkt Warszawa,Am Hafen,115,Warszawa,00-001,PL,,,einkauf@brandespartnermark.pl
0000501287,Betriebskantine Sommer AG 9,Feldweg,142,Hannover,30159,DE,,+43 46 2992 1704,info@betriebskantinesom.de
0000501288,Rohde Vertriebs KG 19,Lindenweg,226,Duisburg,47051,DE,,+31 25 8332 3565,bestellung@rohdevertriebskg19.de
0000501289,Bäckerei Stein 6,Hauptstraße,48,Leipzig,04109,DE,,+48 98 5359 7820,einkauf@bäckereistein6.de
0000501290,Bäckerei Krause 16,Ringstraße,152,Köln,50667,DE,,+49 94 5639 9753,bestellung@bäckereikrause16.de
0000501291,Frank Gastronomie GmbH 4,Marktplatz,26,Köln,50667,DE,,+48 72 7920 1363,einkauf@frankgastronomiegm.de
0000501292,Hotel Sommer Freiburg,Marktplatz,212,Freiburg,79098,DE,,+43 99 8494 4113,info@hotelsommerfreibur.de
0000501293,Engel Vertriebs KG 18,Schulstraße,228,Duisburg,47051,DE,,+31 27 7235 4633,einkauf@engelvertriebskg18.de
