KUNNR,KTOKD,NAME1,NAME2,SORTL,STRAS,ORT01,PSTLZ,LAND1,SPRAS,TELF1,SMTP_ADDR,STCD1,STCD2,STCD3,STCEG,LOEVM,SPERM,ERDAT
0002000773,KUNA,Bäckerei Bergmann 8,,BÄCKEREIBE,Marktplatz 64,Graz,8010,AT,DE,+48 97 2868 4384,buchhaltung@bäckereibergmann8.at,,,,AT287166665,,,2010-09-13
0002000774,DEBI,Eckert Vertriebs KG 19,,ECKERTVERT,Industriering 28,Nürnberg,90403,DE,DE,+43 47 3542 4270,bestellung@eckertvertriebskg1.de,,,,DE092788183,,,2018-06-01
0002000775,KUNA,Hotel Ullrich Hamburg,,HOTELULLRI,Lindenweg 51,Hamburg,20095,DE,DE,+33 43 9360 3850,info@hotelullrichhambur.de,DE983492395,,,DE026014200,,,2015-01-25
0002000776,DEBI,Radtke Vertriebs KG 7,,RADTKEVERT,Marktplatz 192,Amsterdam,1012 AB,NL,EN,+48 80 3723 8768,einkauf@radtkevertriebskg7.nl,,,,,,,2025-05-18
0002000777,KUNA,Bäckerei Brandes 17,,BÄCKEREIBR,Brückenstraße 143,Kraków,30-001,PL,EN,+43 24 2925 399,einkauf@bäckereibrandes17.pl,,,,,,,2014-05-04
0002000778,KUNA,Sommer Gastronomie GmbH 14,,SOMMERGAST,Talstraße 101,Basel,4051,CH,DE,+31 91 1986 1270,einkauf@sommergastronomieg.ch,,,,,,,2015-06-11
0002000779,KUNA,Betriebskantine Bergmann AG 3,Zentrale,BETRIEBSKA,Industriering 26,Dresden,01067,DE,DE,+33 43 2516 1321,info@betriebskantineber.de,DE445454110,,,DE247887134,,,2014-02-02
0002000780,DEBI,Eckert Großhandel GmbH 9,,ECKERTGROS,Am Hafen 50,Kraków,30-001,PL,EN,+48 29 2127 7166,einkauf@eckertgroßhandelgm.pl,,,,PL857336118,,,2020-11-10
0002000781,KUNA,Ullrich Partnermarkt Düsseldorf,,ULLRICHPAR,Hauptstraße 76,Düsseldorf,40213,DE,DE,+31 68 6060 2399,buchhaltung@ullrichpartnermark.de,DE556680119,,,DE380771754,,,2020-12-22
0002000782,DEBI,Dittrich Vertriebs KG 17,,DITTRICHVE,Industriering 130,Dortmund,44135,DE,DE,+43 54 8790 6566,einkauf@dittrichvertriebsk.de,,,,DE079523032,,,2024-04-18
0002000783,KUNA,Hotel Sievers Dresden,,HOTELSIEVE,Industriering 214,Dresden,01067,DE,DE,+49 77 8850 1827,buchhaltung@hotelsieversdresde.de,DE451718359,,,DE362023896,,,2019-10-09
0002000784,KUNA,Bergmann Gastronomie GmbH 3,,BERGMANNGA,Marktplatz 23,München,80331,DE,DE,+41 44 7430 6877,info@bergmanngastronomi.de,,,,DE855245066,,,2016-08-24
0002000785,KUNA,Wendt Handels GmbH & Co. KG 13,,WENDTHANDE,Schulstraße 39,Karlsruhe,76133,DE,DE,+49 31 9068 1061,buchhaltung@wendthandelsgmbhco.de,DE974717504,,,DE843921704,,,2015-06-02
0002000786,KUNA,Krause Handels GmbH & Co. KG 15,,KRAUSEHAND,Hauptstraße 50,Bielefeld,33602,DE,DE,+48 84 8786 3174,bestellung@krausehandelsgmbhc.de,,,,DE784657463,,,2010-09-01
0002000787,KUNA,Amann Handels GmbH & Co. KG 9,,AMANNHANDE,Am Hafen 188,Leipzig,04109,DE,DE,+41 42 8130 6338,buchhaltung@amannhandelsgmbhco.de,,,,DE077413364,,,2020-11-21
0002000788,KUNA,Bäckerei Eckert 6,,BÄCKEREIEC,Bahnhofstraße 153,Rotterdam,3011 AA,NL,EN,+33 35 5749 6500,buchhaltung@bäckereieckert6.nl,,,,NL986298480,,,2023-02-17
0002000789,KUNA,Hotel Radtke Amsterdam,,HOTELRADTK,Am Hafen 33,Amsterdam,1012 AB,NL,EN,+43 83 7074 8925,bestellung@hotelradtkeamsterd.nl,,,,NL726635269,,,2016-07-23
0002000790,KUNA,Sommer Partnermarkt Bochum,,SOMMERPART,Marktplatz 140,Bochum,44787,DE,DE,+49 85 8908 9341,buchhaltung@sommerpartnermarkt.de,DE780395088,,,DE404703884,,,2016-07-13
0002000791,DEBI,Bergmann Vertriebs KG 18,,BERGMANNVE,Industriering 84,Bremen,28195,DE,DE,+41 37 2455 4702,bestellung@bergmannvertriebsk.de,,,,DE373581010,,,2010-08-16
0002000792,KUNA,Winkler Partnermarkt Augsburg,,WINKLERPAR,Marktplatz 148,Augsburg,86150,DE,DE,+43 68 5453 2967,einkauf@winklerpartnermark.de,DE145974589,,,DE805531319,,,2023-01-14
0002000793,ZCUS,Kiosk Engel Bremen,,KIOSKENGEL,Marktplatz 14,Bremen,28195,DE,DE,+33 41 9557 1517,info@kioskengelbremen.de,DE743690751,,,DE295626532,,,2023-07-20
0002000794,KUNA,Gruber Partnermarkt Münster,,GRUBERPART,Ringstraße 239,Münster,48143,DE,DE,,bestellung@gruberpartnermarkt.de,DE073595104,,,DE076192362,,,2010-12-26
0002000795,KUNA,Vogel Handels GmbH & Co. KG 12,Zentrale,VOGELHANDE,Feldweg 108,Leipzig,04109,DE,DE,+31 21 8056 2349,info@vogelhandelsgmbhco.de,,,,DE599393344,,,2021-12-09
0002000796,DEBI,Engel Großhandel GmbH 19,,ENGELGROSS,Am Hafen 55,Bonn,53111,DE,DE,+33 44 9390 2750,buchhaltung@engelgroßhandelgmb.de,,,,DE410549032,,,2023-06-12
0002000797,DEBI,Dittrich Vertriebs KG 8,,DITTRICHVE,Feldweg 59,Hannover,30159,DE,DE,+49 58 5762 1638,bestellung@dittrichvertriebsk.de,DE467369294,,,DE182457201,,,2016-09-23
0002000798,KUNA,Bäckerei Rohde,,BÄCKEREIRO,Gewerbepark 85,Augsburg,86150,DE,DE,+49 97 9035 7332,info@bäckereirohde.de,DE525716713,,,DE873041492,,,2021-01-17
0002000799,ZCUS,Kiosk Stein Lille,,KIOSKSTEIN,Bahnhofstraße 83,Lille,59000,FR,FR,+48 77 6798 9123,bestellung@kiosksteinlille.fr,,,,FR653812622,,,2019-06-13
0002000800,KUNA,Vetter Partnermarkt Basel,,VETTERPART,Brückenstraße 211,Basel,4051,CH,DE,+31 43 5203 5025,info@vetterpartnermarkt.ch,,,,,,,2014-02-11
0002000801,ZCUS,Kiosk Krause Wuppertal,Zentrale,KIOSKKRAUS,Gewerbepark 208,Wuppertal,42103,DE,DE,+31 43 8481 8292,einkauf@kioskkrausewuppert.de,DE812163398,,,DE227024771,,,2011-07-27
0002000802,DEBI,Böhm Vertriebs KG 3,,BÖHMVERTRI,Ringstraße 5,Münster,48143,DE,DE,+43 37 2449 713,einkauf@böhmvertriebskg3.de,DE134941643,,,DE335893930,,X,2017-04-27
0002000803,KUNA,Bäckerei Kaufmann 8,,BÄCKEREIKA,Brückenstraße 199,Münster,48143,DE,DE,+49 51 3014 6283,einkauf@bäckereikaufmann8.de,DE315267663,,,DE653454865,,,2026-04-25
0002000804,KUNA,Betriebskantine Rohde AG 12,Zentrale,BETRIEBSKA,Marktplatz 61,Dortmund,44135,DE,DE,+33 40 1788 3827,bestellung@betriebskantineroh.de,,,,DE831367943,,,2012-11-19
0002000805,DEBI,Vetter Großhandel GmbH 13,,VETTERGROS,Industriering 234,Nürnberg,90403,DE,DE,+31 74 4659 3342,buchhaltung@vettergroßhandelgm.de,DE513240194,,,DE437765315,,,2012-07-09
0002000806,KUNA,Frank Gastronomie GmbH 14,Zentrale,FRANKGASTR,Ringstraße 206,Köln,50667,DE,DE,+33 21 8617 1971,einkauf@frankgastronomiegm.de,DE194489413,,,DE532472678,,,2023-10-25
0002000807,ZCUS,Kiosk Dittrich Mannheim,,KIOSKDITTR,Schulstraße 123,Mannheim,68159,DE,DE,+41 68 3923 5105,bestellung@kioskdittrichmannh.de,,,,DE881067972,,,2022-11-23
0002000808,ZCUS,Kiosk Rohde Graz,,KIOSKROHDE,Industriering 223,Graz,8010,AT,DE,+49 59 2536 3584,bestellung@kioskrohdegraz.at,,,,,,,2025-01-01
0002000809,KUNA,Metzgerei Vetter 17,,METZGEREIV,Lindenweg 140,Kiel,24103,DE,DE,+49 52 6835 509,buchhaltung@metzgereivetter17.de,,,,DE323223017,,,2020-12-11
0002000810,ZCUS,Kiosk Dittrich Dortmund,,KIOSKDITTR,Schulstraße 134,Dortmund,44135,DE,DE,,buchhaltung@kioskdittrichdortm.de,DE044142505,,,DE303755267,,,2026-09-06
0002000811,KUNA,Böhm Handels GmbH & Co. KG 5,,BÖHMHANDEL,Industriering 235,Stuttgart,70173,DE,DE,+49 67 2877 2695,einkauf@böhmhandelsgmbhcok.de,DE860693264,,,DE664546326,,,2020-12-22
0002000812,DEBI,Vetter Großhandel GmbH 13,,VETTERGROS,Brückenstraße 165,Essen,45127,DE,DE,+31 99 1570 1930,bestellung@vettergroßhandelgm.de,DE797344130,,,DE983329965,,,2015-10-16
0002000813,KUNA,Betriebskantine Vetter AG 15,,BETRIEBSKA,Marktplatz 62,Münster,48143,DE,DE,+48 28 9649 3043,einkauf@betriebskantinevet.de,DE393292280,,,DE668665529,,,2018-02-04
0002000814,KUNA,Hotel Böhm Karlsruhe,,HOTELBÖHMK,Am Hafen 102,Karlsruhe,76133,DE,DE,+48 54 8532 8154,bestellung@hotelböhmkarlsruhe.de,DE693677092,,,DE179629732,,,2018-04-14
0002000815,KUNA,Hotel Thiel Wuppertal,,HOTELTHIEL,Lindenweg 93,Wuppertal,42103,DE,DE,+43 31 5617 483,bestellung@hotelthielwupperta.de,DE230509241,,,DE002913756,,,2024-03-17
0002000816,KUNA,Bäckerei Winkler 16,,BÄCKEREIWI,Ringstraße 228,Augsburg,86150,DE,DE,+41 34 3658 3607,info@bäckereiwinkler16.de,,,,DE239919818,,,2025-11-05
0002000817,DEBI,Thiel Großhandel GmbH 13,,THIELGROSS,Feldweg 100,Freiburg,79098,DE,DE,+43 92 2161 2876,info@thielgroßhandelgmb.de,DE252028335,,,DE278157327,,,2021-01-19
0002000818,KUNA,Hotel Amann Bonn,,HOTELAMANN,Marktplatz 197,Bonn,53111,DE,DE,+41 75 7059 9970,,,,,DE314438559,,,2014-08-21
0002000819,ZCUS,Kiosk Vogel Bonn 7,,KIOSKVOGEL,Am Hafen 41,Bonn,53111,DE,DE,+33 65 7187 6488,einkauf@kioskvogelbonn7.de,,,,DE513388544,,,2015-09-05
0002000820,DEBI,Amann Vertriebs KG 2,,AMANNVERTR,Lindenweg 155,Rotterdam,3011 AA,NL,EN,+48 92 1143 7354,bestellung@amannvertriebskg2.nl,,,,NL035372310,,,2016-12-05
0002000821,KUNA,Engel Partnermarkt Zürich,,ENGELPARTN,Am Hafen 229,Zürich,8001,CH,DE,+49 82 6204 2613,einkauf@engelpartnermarktz.ch,,,,,,,2020-09-20
0002000822,ZCUS,Kiosk Radtke Graz,,KIOSKRADTK,Feldweg 216,Graz,8010,AT,DE,+33 97 6964 2245,einkauf@kioskradtkegraz.at,,,,AT835704077,,,2021-09-19
0002000823,KUNA,Stein Gastronomie GmbH 17,,STEINGASTR,Feldweg 92,Mannheim,68159,DE,DE,+31 99 6561 8087,bestellung@steingastronomiegm.de,DE082852052,,,DE294538894,,,2025-09-07
0002000824,KUNA,Sievers Partnermarkt Bielefeld,,SIEVERSPAR,Bahnhofstraße 9,Bielefeld,33602,DE,DE,,bestellung@sieverspartnermark.de,,,,DE927941127,,,2016-11-23
0002000825,KUNA,Wendt Gastronomie GmbH 8,,WENDTGASTR,Gewerbepark 233,Zürich,8001,CH,DE,+48 27 1850 2076,bestellung@wendtgastronomiegm.ch,,,,,,,2025-02-25
0002000826,KUNA,Bäckerei Dittrich 4,,BÄCKEREIDI,Marktplatz 97,Zürich,8001,CH,DE,+33 25 3461 6728,info@bäckereidittrich4.ch,,,,,,,2021-03-28
0002000827,KUNA,Hotel Sommer Essen,,HOTELSOMME,Am Hafen 52,Essen,45127,DE,DE,+33 76 3921 6509,info@hotelsommeressen.de,DE436945791,,,DE549735052,,,2015-05-15
0002000828,KUNA,Hotel Böhm Lyon,,HOTELBÖHML,Bahnhofstraße 217,Lyon,69001,FR,FR,+43 25 5182 1642,info@hotelböhmlyon.fr,,,,FR584730238,,,2026-10-02
0002000829,KUNA,Betriebskantine Vetter AG 12,,BETRIEBSKA,Gewerbepark 193,Wien,1010,AT,DE,+43 69 2271 8035,buchhaltung@betriebskantinevet.at,,,,AT761120487,,,2013-06-24
0002000830,ZCUS,Kiosk Gruber Köln,,KIOSKGRUBE,Schulstraße 210,Köln,50667,DE,DE,+49 37 6490 3163,einkauf@kioskgruberköln.de,DE457702306,,,DE307555622,,,2022-05-07
0002000831,KUNA,Hotel Dittrich Bielefeld,,HOTELDITTR,Hauptstraße 173,Bielefeld,33602,DE,DE,+31 65 6550 1223,buchhaltung@hoteldittrichbiele.de,DE050070963,,,DE948585562,,,2018-06-23
0002000832,DEBI,Eckert Vertriebs KG 13,Zentrale,ECKERTVERT,Hauptstraße 130,Münster,48143,DE,DE,+33 83 9571 2025,info@eckertvertriebskg1.de,,,,DE089772002,,,2024-02-04
0002000833,KUNA,Hartmann Handels GmbH & Co. KG 8,,HARTMANNHA,Bahnhofstraße 140,Hamburg,20095,DE,DE,+43 75 6891 2247,bestellung@hartmannhandelsgmb.de,DE321755899,,,DE441474372,,,2022-11-18
0002000834,KUNA,Bäckerei Eckert 7,,BÄCKEREIEC,Hauptstraße 175,Hamburg,20095,DE,DE,+43 91 9628 5857,einkauf@bäckereieckert7.de,DE581222617,,,DE803219503,,,2018-12-21
0002000835,KUNA,Radtke Partnermarkt Mannheim,,RADTKEPART,Lindenweg 68,Mannheim,68159,DE,DE,+31 23 2207 920,info@radtkepartnermarkt.de,,,,DE532273253,,,2021-11-14
0002000836,KUNA,Betriebskantine Kaufmann AG 12,,BETRIEBSKA,Ringstraße 199,Stuttgart,70173,DE,DE,+31 70 6625 7704,einkauf@betriebskantinekau.de,DE971265433,,,DE887905085,,,2025-10-15
0002000837,KUNA,Bergmann Gastronomie GmbH 6,Zentrale,BERGMANNGA,Brückenstraße 133,Bochum,44787,DE,DE,+33 68 6931 2624,bestellung@bergmanngastronomi.de,,,,DE865406258,,,2023-04-14
0002000838,KUNA,Hotel Winkler Nürnberg,,HOTELWINKL,Gewerbepark 75,Nürnberg,90403,DE,DE,+49 50 9565 2161,buchhaltung@hotelwinklernürnbe.de,DE123723109,,,DE473397681,,,2017-07-20
0002000839,DEBI,Rohde Großhandel GmbH 11,,ROHDEGROSS,Lindenweg 152,Münster,48143,DE,DE,+49 99 6944 4791,bestellung@rohdegroßhandelgmb.de,DE927377962,,,DE693849860,,,2024-01-02
0002000840,KUNA,Metzgerei Bergmann 9,,METZGEREIB,Lindenweg 46,Hannover,30159,DE,DE,+41 66 9071 7435,buchhaltung@metzgereibergmann9.de,DE350508781,,,DE141271521,,,2024-05-25
0002000841,KUNA,Metzgerei Winkler 14,,METZGEREIW,Bahnhofstraße 75,Leipzig,04109,DE,DE,+31 40 7322 7211,einkauf@metzgereiwinkler14.de,,,,DE990605817,,,2010-11-18
0002000842,KUNA,Böhm Handels GmbH & Co. KG 12,,BÖHMHANDEL,Gewerbepark 229,Dortmund,44135,DE,DE,+41 20 4853 8883,info@böhmhandelsgmbhcok.de,DE445744050,,,DE819220829,,,2025-12-01
0002000843,KUNA,Bäckerei Brandes 13,,BÄCKEREIBR,Lindenweg 9,Essen,45127,DE,DE,+48 83 8091 2663,buchhaltung@bäckereibrandes13.de,,,,DE592783959,,,2022-11-10
0002000844,DEBI,Brandes Großhandel GmbH 11,,BRANDESGRO,Am Hafen 133,Wien,1010,AT,DE,+33 95 8581 8007,buchhaltung@brandesgroßhandelg.at,,,,AT826148441,,,2023-12-02
0002000845,ZCUS,Kiosk Bergmann Kraków,,KIOSKBERGM,Lindenweg 193,Kraków,30-001,PL,EN,+41 28 4680 9847,info@kioskbergmannkrakó.pl,,,,PL591042861,,,2022-03-11
0002000846,KUNA,Metzgerei Ziegler 3,,METZGEREIZ,Brückenstraße 177,Nürnberg,90403,DE,DE,+49 92 6069 2297,info@metzgereiziegler3.de,,,,DE490161972,X,,2015-03-23
0002000847,KUNA,Betriebskantine Amann AG 18,,BETRIEBSKA,Hauptstraße 205,Zürich,8001,CH,DE,+43 95 7164 5843,bestellung@betriebskantineama.ch,,,,,,X,2014-01-18
0002000848,KUNA,Bäckerei Ullrich 18,,BÄCKEREIUL,Feldweg 182,Freiburg,79098,DE,DE,+49 58 4121 5067,bestellung@bäckereiullrich18.de,DE966811328,,,DE521474065,,,2015-03-21
0002000849,KUNA,Wendt Handels GmbH & Co. KG 6,,WENDTHANDE,Hauptstraße 82,Freiburg,79098,DE,DE,+33 90 4077 3478,info@wendthandelsgmbhco.de,,,,DE130283944,,,2016-05-24
0002000850,KUNA,Bäckerei Kaufmann 13,,BÄCKEREIKA,Feldweg 41,Hamburg,20095,DE,DE,+48 44 7694 8898,buchhaltung@bäckereikaufmann13.de,DE059494261,,,DE504635256,,,2018-04-02
0002000851,KUNA,Sommer Handels GmbH & Co. KG,,SOMMERHAND,Am Hafen 85,Wuppertal,42103,DE,DE,+41 25 7573 8575,einkauf@sommerhandelsgmbhc.de,,,,DE634503974,,,2023-11-20
0002000852,KUNA,Hotel Hartmann München,,HOTELHARTM,Industriering 150,München,80331,DE,DE,+43 25 1500 9267,info@hotelhartmannmünch.de,,,,DE325957890,,,2022-09-27
0002000853,ZCUS,Kiosk Rohde Münster 17,,KIOSKROHDE,Lindenweg 36,Münster,2053,DE,DE,+43 83 7788 352,bestellung@kioskrohdemünster1.de,DE138048507,,,DE754869694,,,2014-06-23
0002000854,DEBI,Eckert Vertriebs KG 10,,ECKERTVERT,Feldweg 161,Leipzig,04109,DE,DE,+41 32 5217 7012,einkauf@eckertvertriebskg1.de,,,,DE877166926,,,2021-12-22
0002000855,DEBI,Ullrich Großhandel GmbH 12,,ULLRICHGRO,Schulstraße 226,Münster,48143,DE,DE,+41 20 3528 9613,info@ullrichgroßhandelg.de,DE350463607,,,DE802398572,,,2022-05-25
0002000856,KUNA,Winkler Partnermarkt Frankfurt am Main,,WINKLERPAR,Hauptstraße 23,Frankfurt am Main,60311,DE,DE,+41 32 6432 301,buchhaltung@winklerpartnermark.de,,,,DE265847062,,,2021-04-17
0002000857,KUNA,Engel Partnermarkt Dortmund,,ENGELPARTN,Feldweg 65,Dortmund,44135,DE,DE,+41 69 5688 8654,buchhaltung@engelpartnermarktd.de,DE209282216,,,DE595515282,,,2024-12-08
0002000858,KUNA,Bäckerei Krause 16,,BÄCKEREIKR,Lindenweg 168,Wien,1010,AT,DE,+43 68 8588 3368,einkauf@bäckereikrause16.at,,,,AT507266653,,,2025-06-09
0002000859,KUNA,Radtke Partnermarkt Leipzig,,RADTKEPART,Schulstraße 114,Leipzig,04109,DE,DE,+31 55 1703 1718,einkauf@radtkepartnermarkt.de,DE283966146,,,DE913423037,,,2026-09-10
0002000860,DEBI,Krause Vertriebs KG 17,,KRAUSEVERT,Hauptstraße 172,Dortmund,44135,DE,DE,+48 40 5533 9595,einkauf@krausevertriebskg1.de,DE608809955,,,DE427313089,,,2015-04-07
0002000861,KUNA,Radtke Handels GmbH & Co. KG,,RADTKEHAND,Feldweg 39,Köln,50667,DE,DE,+49 76 8182 2218,buchhaltung@radtkehandelsgmbhc.de,,,,DE313999571,,,2010-04-13
0002000862,DEBI,Bergmann Vertriebs KG 14,,BERGMANNVE,Ringstraße 37,Dresden,01067,DE,DE,+49 23 3164 3823,einkauf@bergmannvertriebsk.de,DE306322956,,,DE138411103,,,2012-11-03
0002000863,KUNA,Betriebskantine Sievers AG 15,,BETRIEBSKA,Feldweg 231,Bremen,28195,DE,DE,+33 42 6813 1998,bestellung@betriebskantinesie.de,,,,,,,2021-05-23
0002000864,KUNA,Ullrich Handels GmbH & Co. KG 5,Zentrale,ULLRICHHAN,Ringstraße 176,Essen,45127,DE,DE,+41 50 8516 6460,bestellung@ullrichhandelsgmbh.de,DE534758271,,,DE977631036,,,2011-06-16
0002000865,KUNA,Metzgerei Thiel 6,,METZGEREIT,Lindenweg 54,Stuttgart,70173,DE,DE,+41 42 3924 5824,einkauf@metzgereithiel6.de,,,,DE625724509,,,2015-05-12
0002000866,KUNA,Krause Handels GmbH & Co. KG 13,Zentrale,KRAUSEHAND,Lindenweg 227,Amsterdam,1012 AB,NL,EN,+49 34 5304 2084,einkauf@krausehandelsgmbhc.nl,,,,NL825034241,,,2020-10-26
0002000867,ZCUS,Kiosk Frank Frankfurt am Main,,KIOSKFRANK,Marktplatz 6,Frankfurt am Main,60311,DE,DE,+33 68 6591 904,info@kioskfrankfrankfur.de,DE665583584,,,DE943391277,,,2012-07-15
0002000868,KUNA,Bäckerei Vetter 19,,BÄCKEREIVE,Ringstraße 174,Duisburg,47051,DE,DE,+43 33 6971 9979,info@bäckereivetter19.de,DE044685624,,,DE211343827,,,2010-03-01
0002000869,KUNA,Frank Gastronomie GmbH 14,Zentrale,FRANKGASTR,Gewerbepark 13,Bremen,28195,DE,DE,+41 81 5632 9518,info@frankgastronomiegm.de,DE488333968,,,DE147961954,,,2012-07-21
0002000870,KUNA,Hotel Vogel Kraków,,HOTELVOGEL,Am Hafen 119,Kraków,30-001,PL,EN,+33 68 9070 4159,buchhaltung@hotelvogelkraków.pl,,,,PL991113824,,,2021-06-17
0002000871,KUNA,Hartmann Partnermarkt Duisburg,,HARTMANNPA,Bahnhofstraße 196,Duisburg,47051,DE,DE,+33 40 6172 1847,einkaufhartmannpartnermar.de,DE053696027,,,DE340679876,,,2024-11-01
0002000872,KUNA,Frank Partnermarkt Basel,,FRANKPARTN,Feldweg 88,Basel,4051,CH,DE,+48 68 2215 7798,buchhaltung@frankpartnermarktb.ch,,,,,,,2022-04-16
0002000873,KUNA,Lehmann Gastronomie GmbH 2,,LEHMANNGAS,Hauptstraße 5,Leipzig,04109,DE,DE,+48 41 7491 2302,einkauf@lehmanngastronomie.de,,,,DE883328974,,,2022-06-01
0002000874,KUNA,Gruber Handels GmbH & Co. KG 4,,GRUBERHAND,Schulstraße 1,Köln,50667,DE,DE,+41 77 8990 4328,bestellung@gruberhandelsgmbhc.de,DE018157403,,,DE826552818,,,2019-08-04
0002000875,DEBI,Ullrich Großhandel GmbH 8,,ULLRICHGRO,Talstraße 34,Karlsruhe,76133,DE,DE,+41 46 6778 1872,info@ullrichgroßhandelg.de,,,,DE107597603,,,2021-09-03
0002000876,KUNA,Ziegler Partnermarkt Zürich,,ZIEGLERPAR,Ringstraße 210,Zürich,8001,CH,DE,+48 78 5552 1140,,,,,,,,2020-11-10
0002000877,KUNA,Betriebskantine Krause AG 12,,BETRIEBSKA,Hauptstraße 233,Leipzig,04109,DE,DE,+43 39 5918 1103,bestellung@betriebskantinekra.de,DE228008809,,,DE329668179,,,2014-11-16
0002000878,DEBI,Amann Großhandel GmbH 8,,AMANNGROSS,Industriering 236,Leipzig,04109,DE,DE,+49 35 2080 3563,bestellung@amanngroßhandelgmb.de,,,,DE477644873,,,2025-06-15
0002000879,DEBI,Ullrich Vertriebs KG 4,,ULLRICHVER,Am Hafen 136,Köln,50667,DE,DE,+33 43 6161 589,bestellung@ullrichvertriebskg.de,,,,DE439384063,,,2021-05-03
0002000880,DEBI,Stein Großhandel GmbH 8,,STEINGROSS,Schulstraße 222,Nürnberg,90403,DE,DE,+31 22 8110 2705,bestellung@steingroßhandelgmb.de,DE484810145,,,DE408058812,,,2026-10-18
0002000881,KUNA,Betriebskantine Ullrich AG 15,,BETRIEBSKA,Am Hafen 46,Nürnberg,90403,DE,DE,+33 46 2372 5074,bestellung@betriebskantineull.de,,,,DE620500406,,,2019-08-11
0002000882,KUNA,Bäckerei Rohde 11,,BÄCKEREIRO,Brückenstraße 26,Frankfurt am Main,60311,DE,DE,+43 80 2982 9288,info@bäckereirohde11.de,DE901405583,,,DE319276617,,,2014-04-25
0002000883,DEBI,Dittrich Großhandel GmbH 5,Zentrale,DITTRICHGR,Marktplatz 188,München,80331,DE,DE,+33 59 2055 7759,info@dittrichgroßhandel.de,,,,DE251709462,,,2013-04-10
0002000884,KUNA,Hotel Clemens Kiel,,HOTELCLEME,Industriering 185,Kiel,6336,DE,DE,+43 31 8023 3244,einkauf@hotelclemenskiel.de,DE388395080,,,DE184281323,,,2011-06-14
0002000885,KUNA,Winkler Partnermarkt Graz,,WINKLERPAR,Bahnhofstraße 212,Graz,8010,AT,DE,+49 73 3844 8514,einkauf@winklerpartnermark.at,,,,AT820798529,,,2024-09-26
0002000886,KUNA,Bäckerei Eckert 10,,BÄCKEREIEC,Feldweg 99,Augsburg,86150,DE,DE,+43 93 8388 916,info@bäckereieckert10.de,,,,DE823269229,,,2022-10-05
0002000887,DEBI,Bergmann Großhandel GmbH,,BERGMANNGR,Hauptstraße 228,Stuttgart,70173,DE,DE,+31 27 8317 4538,buchhaltung@bergmanngroßhandel.de,,,,DE267096039,,,2014-07-22
0002000888,KUNA,Hotel Lehmann Wuppertal,,HOTELLEHMA,Am Hafen 17,Wuppertal,42103,DE,DE,+41 51 5550 3657,info@hotellehmannwupper.de,,,,DE296065593,,,2021-08-21
0002000889,KUNA,Bäckerei Ziegler 17,,BÄCKEREIZI,Ringstraße 221,Mannheim,68159,DE,DE,+31 42 4974 6755,buchhaltung@bäckereiziegler17.de,DE607874687,,,DE284135143,,,2015-08-05
0002000890,KUNA,Metzgerei Sommer 11,,METZGEREIS,Marktplatz 59,Freiburg,79098,DE,DE,+31 65 1571 1473,einkauf@metzgereisommer11.de,DE779881541,,,DE291762962,,,2014-02-24
0002000891,KUNA,Betriebskantine Rohde AG 18,,BETRIEBSKA,Industriering 192,München,80331,DE,DE,+49 20 2702 4401,info@betriebskantineroh.de,DE644507636,,,DE562998408,,,2023-01-17
0002000892,DEBI,Winkler Großhandel GmbH 14,,WINKLERGRO,Marktplatz 225,Kiel,24103,DE,DE,+41 48 4973 8278,buchhaltung@winklergroßhandelg.de,,,,DE462029780,,,2014-12-03
0002000893,KUNA,Bäckerei Eckert 6,,BÄCKEREIEC,Schulstraße 150,Essen,45127,DE,DE,+43 32 2436 2456,bestellung@bäckereieckert6.de,,,,DE907981914,,,2017-12-19
0002000894,KUNA,Wendt Partnermarkt Düsseldorf,Zentrale,WENDTPARTN,Am Hafen 81,Düsseldorf,40213,DE,DE,+48 90 2942 5182,info@wendtpartnermarktd.de,,,,DE729672552,,,2024-01-20
0002000895,KUNA,Hotel Clemens Essen 19,,HOTELCLEME,Brückenstraße 220,Essen,45127,DE,DE,+49 31 2568 8546,einkauf@hotelclemensessen1.de,,,,DE590680220,,,2017-09-17
0002000896,DEBI,Wendt Vertriebs KG 3,,WENDTVERTR,Feldweg 17,Zürich,8001,CH,DE,+33 58 4298 3550,einkauf@wendtvertriebskg3.ch,,,,,,,2016-12-01
0002000897,KUNA,Hotel Gruber Münster,,HOTELGRUBE,Talstraße 62,Münster,48143,DE,DE,+33 91 6300 3689,einkauf@hotelgrubermünster.de,,,,DE625223780,,X,2011-06-20
0002000898,KUNA,Betriebskantine Lehmann AG 7,,BETRIEBSKA,Brückenstraße 73,Leipzig,04109,DE,DE,+48 42 4859 8365,bestellung@betriebskantineleh.de,,,,DE837626422,,,2025-11-19
0002000899,KUNA,Hotel Clemens Karlsruhe,,HOTELCLEME,Am Hafen 165,Karlsruhe,76133,DE,DE,+41 83 8376 8751,buchhaltung@hotelclemenskarlsr.de,,,,DE130376717,,,2026-10-19
0002000900,KUNA,Bäckerei Amann 12,Zentrale,BÄCKEREIAM,Gewerbepark 240,Dresden,01067,DE,DE,,buchhaltung@bäckereiamann12.de,,,,DE945663608,,,2023-10-17
